,ID,text,created_at,emotion
112,113,"RT @zeusFanHouse: In a rare break from liberal #Hollywood groupthink,SEAL Team star #DavidBoreanaz slammed #CNN 4 its coverage of global #C…",2020-03-17 00:45:55,fear
113,114,Mineral Wells Nazareth Hospital ##investigations #horror #Fear #ghosts #haunted #BookingNow https://t.co/8rTskgvRBM,2020-03-17 00:45:21,fear
114,115,"RT @zeusFanHouse: In a rare break from liberal #Hollywood groupthink,SEAL Team star #DavidBoreanaz slammed #CNN 4 its coverage of global #C…",2020-03-17 00:45:05,fear
115,116,@_Mary_Ellis @Fridays4future @fff_digital @Earth_Uprising @EarthUpriseCLT @XrYouth @xryouthus @ExtinctionYouth… https://t.co/pIj4BbnosX,2020-03-17 00:43:43,fear
116,117,"Resting is need, next, everyone can do something in everywhere.

✅Your body need natural air, only breathe natural… https://t.co/k0vgqJ4C6z",2020-03-17 00:43:40,fear
117,118,"RT @zeusFanHouse: In a rare break from liberal #Hollywood groupthink,SEAL Team star #DavidBoreanaz slammed #CNN 4 its coverage of global #C…",2020-03-17 00:43:20,fear
118,119,Listen to False .evidence .appearing. real by Phoenixx #np on #SoundCloud #stopscrolling #Phimixx #Vibes… https://t.co/4TNdLAsHHo,2020-03-17 00:42:29,fear
119,120,"RT @zeusFanHouse: In a rare break from liberal #Hollywood groupthink,SEAL Team star #DavidBoreanaz slammed #CNN 4 its coverage of global #C…",2020-03-17 00:41:30,fear
120,121,"RT @zeusFanHouse: In a rare break from liberal #Hollywood groupthink,SEAL Team star #DavidBoreanaz slammed #CNN 4 its coverage of global #C…",2020-03-17 00:40:23,fear
121,122,"RT @zeusFanHouse: In a rare break from liberal #Hollywood groupthink,SEAL Team star #DavidBoreanaz slammed #CNN 4 its coverage of global #C…",2020-03-17 00:38:25,fear
122,123,"RT @zeusFanHouse: In a rare break from liberal #Hollywood groupthink,SEAL Team star #DavidBoreanaz slammed #CNN 4 its coverage of global #C…",2020-03-17 00:38:07,fear
123,124,"RT @AmyCEdmondson: Don’t hide bad news. 
And don’t hide FROM bad news. 

#Fear, #Hiding, and #Silence are at the root of so many #wickedpro…",2020-03-17 00:37:55,fear
124,125,"RT @j_spirit: „I find in myself by the #grace of #God a satisfaction without nourishment, a love without #fear.“
#Catherine of #Genoa",2020-03-17 00:37:50,fear
125,126,"RT @Learning2GetBy: If your 1st response is to attack the Canadian PM, experts, professionals &amp; eachother, please take pause.

Fear and pan…",2020-03-17 00:36:33,fear
126,127,"RT @zeusFanHouse: In a rare break from liberal #Hollywood groupthink,SEAL Team star #DavidBoreanaz slammed #CNN 4 its coverage of global #C…",2020-03-17 00:36:30,fear
127,128,"RT @zeusFanHouse: In a rare break from liberal #Hollywood groupthink,SEAL Team star #DavidBoreanaz slammed #CNN 4 its coverage of global #C…",2020-03-17 00:35:44,fear
128,129,"RT @zeusFanHouse: In a rare break from liberal #Hollywood groupthink,SEAL Team star #DavidBoreanaz slammed #CNN 4 its coverage of global #C…",2020-03-17 00:35:01,fear
129,130,"RT @zeusFanHouse: In a rare break from liberal #Hollywood groupthink,SEAL Team star #DavidBoreanaz slammed #CNN 4 its coverage of global #C…",2020-03-17 00:34:44,fear
130,131,"RT @zeusFanHouse: In a rare break from liberal #Hollywood groupthink,SEAL Team star #DavidBoreanaz slammed #CNN 4 its coverage of global #C…",2020-03-17 00:34:10,fear
131,132,"RT @zeusFanHouse: In a rare break from liberal #Hollywood groupthink,SEAL Team star #DavidBoreanaz slammed #CNN 4 its coverage of global #C…",2020-03-17 00:32:59,fear
132,133,"RT @gracehwang1970: @DrDzul @BooSoonYew67 Dear Dato, Dr. Dzul with honour

I am afraid that the wrong usage of words ( #Lockdown or #Restei…",2020-03-17 00:32:19,fear
133,134,RT @flavspa: Is this the first episode of a new Black Mirror reality show? #coronavirus  #fear #Dystopia,2020-03-17 00:32:09,fear
134,135,"RT @zeusFanHouse: In a rare break from liberal #Hollywood groupthink,SEAL Team star #DavidBoreanaz slammed #CNN 4 its coverage of global #C…",2020-03-17 00:31:59,fear
135,136,"RT @zeusFanHouse: In a rare break from liberal #Hollywood groupthink,SEAL Team star #DavidBoreanaz slammed #CNN 4 its coverage of global #C…",2020-03-17 00:31:51,fear
136,137,"RT @zeusFanHouse: In a rare break from liberal #Hollywood groupthink,SEAL Team star #DavidBoreanaz slammed #CNN 4 its coverage of global #C…",2020-03-17 00:30:40,fear
137,138,"RT @zeusFanHouse: In a rare break from liberal #Hollywood groupthink,SEAL Team star #DavidBoreanaz slammed #CNN 4 its coverage of global #C…",2020-03-17 00:30:36,fear
138,139,"RT @zeusFanHouse: In a rare break from liberal #Hollywood groupthink,SEAL Team star #DavidBoreanaz slammed #CNN 4 its coverage of global #C…",2020-03-17 00:29:52,fear
139,140,RT @DucatMylinda: @beeatch35 @just2muchfunfun @BlindingCloud @Godsfirmament @retired9941 @os4185 @MrArms69 @bookloveranna @vickimoreau @kil…,2020-03-17 00:29:17,fear
140,141,"RT @zeusFanHouse: In a rare break from liberal #Hollywood groupthink,SEAL Team star #DavidBoreanaz slammed #CNN 4 its coverage of global #C…",2020-03-17 00:29:10,fear
141,142,"RT @zeusFanHouse: In a rare break from liberal #Hollywood groupthink,SEAL Team star #DavidBoreanaz slammed #CNN 4 its coverage of global #C…",2020-03-17 00:29:03,fear
142,143,"RT @zeusFanHouse: In a rare break from liberal #Hollywood groupthink,SEAL Team star #DavidBoreanaz slammed #CNN 4 its coverage of global #C…",2020-03-17 00:29:03,fear
143,144,"I finally figured it out, the #toiletpaper  hoarding.  People are worried they are going to go from metaphorically… https://t.co/Nl5ocoYuO0",2020-03-17 00:28:44,fear
144,145,"RT @zeusFanHouse: In a rare break from liberal #Hollywood groupthink,SEAL Team star #DavidBoreanaz slammed #CNN 4 its coverage of global #C…",2020-03-17 00:28:24,fear
145,146,"RT @zeusFanHouse: In a rare break from liberal #Hollywood groupthink,SEAL Team star #DavidBoreanaz slammed #CNN 4 its coverage of global #C…",2020-03-17 00:26:57,fear
146,147,"RT @zeusFanHouse: In a rare break from liberal #Hollywood groupthink,SEAL Team star #DavidBoreanaz slammed #CNN 4 its coverage of global #C…",2020-03-17 00:26:50,fear
147,148,"RT @zeusFanHouse: In a rare break from liberal #Hollywood groupthink,SEAL Team star #DavidBoreanaz slammed #CNN 4 its coverage of global #C…",2020-03-17 00:26:33,fear
148,149,"@DrDzul @BooSoonYew67 Dear Dato, Dr. Dzul with honour

I am afraid that the wrong usage of words ( #Lockdown or… https://t.co/ktt8owWTI1",2020-03-17 00:26:31,fear
149,150,RT @JulieKaylin: Now it all makes perfect sense! Haha. 😂 #coronavirus #CoronaOutbreak #coronavirusillinois #fear #panic #panicbuy #panicbuy…,2020-03-17 00:26:30,fear
