,ID,text,created_at,emotion
71,72,"Every now &amp; then I #surprise @ChrisWrChris with a random addition to the garden-like a pond, but I promised to leav… https://t.co/ldXwSrZn0C",2020-03-16 16:40:02,surprise
72,73,We woke up to a little boy surprise snuggle. #morningsnuggles #surprise #noschool https://t.co/msYM5OnuNO,2020-03-16 16:25:16,surprise
73,74,"let`s have a #bunch of #beautiful #flower and #surprise yours #love one on a #special #day 
#phoolwala #flowers… https://t.co/BmdNquRlET",2020-03-16 15:59:54,surprise
74,75,"#Surprise is canceling or postponing events, but core city services and buildings will remain open to the public.… https://t.co/4fz4WtR2Y0",2020-03-16 15:35:23,surprise
75,76,"Treat a tennis, squash, and badminton lover in your life to a gift card from Just Rackets today! #squash #voucher… https://t.co/IQrmFqR7BG",2020-03-16 15:15:09,surprise
76,77,"When a dress is so much more than it first appears, dresses do not always have hanger appeal so when we pull a dres… https://t.co/k2CGlQr0x0",2020-03-16 15:11:08,surprise
77,78,"RT @ArtbyWind: Someone asked me to please make her a birthday gift she could give to her man,,,so I did this frame.
100% thread on board **…",2020-03-16 15:02:59,surprise
78,79,"RT @ArtbyWind: Someone asked me to please make her a birthday gift she could give to her man,,,so I did this frame.
100% thread on board **…",2020-03-16 15:02:30,surprise
79,80,"Funny that gun owners are fearing restrictions on weapons sales &amp; ownership.
Isn’t #Trump friendly to them? Isn’t T… https://t.co/zJm7kMGi81",2020-03-16 14:51:14,surprise
80,81,"Geezer was happy to hear the news that thanks to the current travel situation, his humans are coming to pick him up… https://t.co/SwY6AcCkPE",2020-03-16 14:24:52,surprise
81,82,RT @AlpinesGrasses: Know someone at home in need of cheering up? We're offering £10 off all orders until Sun 22 March 2020. Delivery will b…,2020-03-16 14:23:17,surprise
82,83,RT @AlpinesGrasses: Know someone at home in need of cheering up? We're offering £10 off all orders until Sun 22 March 2020. Delivery will b…,2020-03-16 14:20:00,surprise
83,84,I'll show him my pussy on a blog 👉🔞 #Surprise   #painting #tattoo https://t.co/8TI8VkVWke,2020-03-16 14:19:52,surprise
84,85,RT @AlpinesGrasses: Know someone at home in need of cheering up? We're offering £10 off all orders until Sun 22 March 2020. Delivery will b…,2020-03-16 14:19:31,surprise
85,86,"RT @MeowMoeDotCom: a #Surprise, to be sure, but a welcome one
 
#Cats #Cat #Kittens #Kitten #Kitty #Pets #Pet #Meow #Moe #CuteCats #CuteCat…",2020-03-16 14:08:51,surprise
86,87,"RT @MeowMoeDotCom: a #Surprise, to be sure, but a welcome one
 
#Cats #Cat #Kittens #Kitten #Kitty #Pets #Pet #Meow #Moe #CuteCats #CuteCat…",2020-03-16 14:04:32,surprise
87,88,"a #Surprise, to be sure, but a welcome one
 
#Cats #Cat #Kittens #Kitten #Kitty #Pets #Pet #Meow #Moe #CuteCats… https://t.co/NdQXwXCUOY",2020-03-16 14:04:03,surprise
88,89,Know someone at home in need of cheering up? We're offering £10 off all orders until Sun 22 March 2020. Delivery wi… https://t.co/jLs8QsWCTI,2020-03-16 14:02:45,surprise
89,90,Let someone know you've been thinking of them today with a Hug Box! Add a #FREE personal message 😁… https://t.co/WMeRLdtBN6,2020-03-16 13:41:49,surprise
90,91,Alright. I’m ready to start officially unpacking and setting up my girls room. She has no idea she got her own bedr… https://t.co/03F6E0jHU5,2020-03-16 13:38:43,surprise
91,92,"RT @_LINEFRIENDS: Pop goes the... SALLY?! How did you...😅
⠀
#Balloon #Surprise #BROWN #SALLY #LINEFRIENDS https://t.co/RN6nffsf2A",2020-03-16 12:24:32,surprise
92,93,"#SylviaBrowne died in 2013 and this book ‘#EndOfDays’ was published in 2008.
What a #surprise, uh? 😉
#coronavirus… https://t.co/TVgPU3r1Pz",2020-03-16 11:44:43,surprise
93,94,"Incredibly, one little person can bring so much joy. You are like a ray of light, stay that way forever! 🍫🍫🥳🥳🎊… https://t.co/EusjGfn2r5",2020-03-16 11:42:08,surprise
94,95,"Wide range of personalized name pendant 🙂

Available only at https://t.co/Z53krNRn5m
For Order Whatsapp at 😍 999909… https://t.co/y6wUrdDKHC",2020-03-16 11:19:01,surprise
95,96,"RT @garfieldair: Olol Microsoft Teams rame totalement. ""#surprise""",2020-03-16 10:32:40,surprise
96,97,"Exceptional 4 Bed 3 Bath #BellWestRanch 3 car garage, large cul-de-sac lot. Oasis backyard, waterfall pool. $369,90… https://t.co/j2SiZDoiHi",2020-03-16 10:02:47,surprise
97,98,"Olol Microsoft Teams rame totalement. ""#surprise""",2020-03-16 10:02:29,surprise
98,99,"👀 Sneaky peek 👀 
.
Lil peep at a mini cake that went on its travels today 💕 
.
What could it be?... post your guess… https://t.co/Q0KME0wlNo",2020-03-16 09:51:14,surprise
99,100,"Someone asked me to please make her a birthday gift she could give to her man,,,so I did this frame.
100% thread on… https://t.co/225IbuU0SD",2020-03-16 09:15:41,surprise
100,101,Hello Monday..It's a blessed week..Kindly give that special individual a surprise this week..You can trust us with… https://t.co/TTuzYW6kAI,2020-03-16 07:42:20,surprise
101,102,RT @DuncanJWardle: Lovely to see @Disney #surprise subscribers with an early release of Frozen 2!,2020-03-16 07:22:51,surprise
102,103,RT @Quentoyaaa: Easter is coming!! Order your gift baskets today!! #easter #giftbaskets #candy #surprise #love #bunny #easterbasket https:/…,2020-03-16 07:12:53,surprise
103,104,Easter is coming!! Order your gift baskets today!! #easter #giftbaskets #candy #surprise #love #bunny #easterbasket https://t.co/Slq3xoBmrZ,2020-03-16 07:09:29,surprise
104,105,LOL SURPRISE 18 HAIRGOALS WINTER DISCO SPARKLE LIGHTS GLITTER LILS   ( 38 Bids )    #SURPRISE  https://t.co/0zqiqwN9Wi,2020-03-16 06:04:11,surprise
105,106,"RT @jzikah: @Mikel_Jollett Trumpers here in Missouri are furious at the Dotardia.  
#Dotardia 

(P.S. They are losing money). 
#Surprise ht…",2020-03-16 05:52:12,surprise
106,107,Handmade @SPAMbrand #musubi + #cookies from @LemonandHoneyCo during @GeekGirlCon! #latergram #GGC19 #surprise… https://t.co/kohD1vExVR,2020-03-16 05:45:59,surprise
107,108,LOL SURPRISE 18 HAIRGOALS WINTER DISCO SPARKLE LIGHTS GLITTER LILS   ( 38 Bids )    #SURPRISE  https://t.co/KKrIbiHcxT,2020-03-16 05:20:21,surprise
108,109,Three prominent characters die tonight! Negan is working with Carol!! Amazing episode! Just WOW! #TheWalkingDead… https://t.co/WCceoBOkTP,2020-03-16 05:14:21,surprise
109,110,"RT @jzikah: @Mikel_Jollett Trumpers here in Missouri are furious at the Dotardia.  
#Dotardia 

(P.S. They are losing money). 
#Surprise ht…",2020-03-16 05:04:48,surprise
110,111,"RT @jzikah: @Mikel_Jollett Trumpers here in Missouri are furious at the Dotardia.  
#Dotardia 

(P.S. They are losing money). 
#Surprise ht…",2020-03-16 04:52:35,surprise
111,112,"RT @jzikah: @Mikel_Jollett Trumpers here in Missouri are furious at the Dotardia.  
#Dotardia 

(P.S. They are losing money). 
#Surprise ht…",2020-03-16 04:47:47,surprise
112,113,"@Mikel_Jollett Trumpers here in Missouri are furious at the Dotardia.  
#Dotardia 

(P.S. They are losing money).… https://t.co/zRBglZkd4p",2020-03-16 04:38:56,surprise
113,114,"Guy is from the #South, Half #Italian....Signature dish is......#PortRamen #WhatDidHeSay :/ Yeah, didn't see that c… https://t.co/efXt0XMsGe",2020-03-16 04:25:24,surprise
114,115,RT @WickedxMage: I have a #surprise for the #competitors who #signup for the #1st  #SuperVersusLeague . Don't forget it's #free #tournament…,2020-03-16 04:24:45,surprise
115,116,MCSO Open House scheduled for March 28 in #Surprise has been postponed. #AZNEWSMEDIA https://t.co/VfdWp1urqs,2020-03-16 04:14:44,surprise
116,117,RT @adriennefrantz: I thought I’d spread some good news today! Look what we are cooking up!! We are having a baby!!! Can’t wait for @scottb…,2020-03-16 04:11:15,surprise
117,118,"RT @DrPalakVermaINC: Priceless feeling when your family celebrates your existence .
#Surprise https://t.co/xvXosDxFfn",2020-03-16 03:33:47,surprise
118,119,Congratulations! You won a free erotic service. I will give it to you when you meet on the website! #Surprise… https://t.co/9zI1M5tcie,2020-03-16 03:25:33,surprise
119,120,"Wait for it.!.!.!

You won’t believe what happens at the end...

#WaitForIt #Surprise #OnlyOneInTheWorld

The only… https://t.co/7Hd3EZp2yF",2020-03-16 03:13:27,surprise
120,121,Today I will do whatever you want #Surprise   #turkey #jesus https://t.co/sXKAFIppYC,2020-03-16 03:11:37,surprise
121,122,"RT @shopivoryella: SURPRISE! Score a March Surprise Box filled to the brim with IE favorites. ⁠
⁠
#ivoryella #surpriseboxes #surprise #good…",2020-03-16 02:33:54,surprise
122,123,"Blooms every where!!

 #surrealgardening #flower #iris #bee #purple #love #plantsofinstagram #smudge #flowerpower… https://t.co/e5n5fRvNWd",2020-03-16 02:18:17,surprise
123,124,Boy or Girl?! 💙💜 Holland was excited to find out if she was having a little brother or sister 😊 #surprise… https://t.co/VVLchpo8Zx,2020-03-16 02:14:36,surprise
124,125,"RT @_COURT4short: 𝙰 𝚋𝚊𝚋𝚢 𝚋𝚎𝚎 👶🏽🐝𝚒𝚜 𝚌𝚘𝚖𝚒𝚗𝚐 𝚜𝚘𝚘𝚗, &amp; 𝚠𝚎 𝚊𝚛𝚎 𝚂𝙾 𝚎𝚡𝚌𝚒𝚝𝚎𝚍 𝚝𝚘 𝚖𝚎𝚎𝚝 𝚢𝚘𝚞.

𝙰𝚞𝚐𝚞𝚜𝚝 𝟸0𝟸0 

vid/theme credit IG: @designsaashley .
#its…",2020-03-16 02:12:20,surprise
125,126,LOL SURPRISE 18 HAIRGOALS WINTER DISCO SPARKLE LIGHTS GLITTER LILS   ( 36 Bids )    #SURPRISE  https://t.co/OjEvVRSe6G,2020-03-16 02:10:19,surprise
126,127,"RT @Outridge__84: I SURPRISED MY BEST FRIEND WITH HIS DREAM CAR ❤️❤️❤️

#dreamcar #Surprise #youtube 

https://t.co/rbRmIASN4f",2020-03-16 01:32:38,surprise
127,128,#surprise it's likely closer to 6 weeks minimum. As with at least every other major metro area in the U.S. that's o… https://t.co/KPuLICA8EB,2020-03-16 01:14:48,surprise
128,129,Guess what? He’s an idiot #surprise #MoronInChief https://t.co/TcL5LwiZVy,2020-03-16 01:13:47,surprise
129,130,"RT @gigi_hess: Y’all have no idea how hard it was to keep this secret, but now I can finally tell y’all! I AUDITIONED FOR @NBCTheVoice!! No…",2020-03-16 01:11:27,surprise
130,131,The best hug is the one that comes with a solid ass grab! #Surprise   #teen #hotel https://t.co/dyyRwbxHhK,2020-03-16 00:28:31,surprise
131,132,"We're hiring! Read about our latest job opening here: accounts payable - https://t.co/cIkGVulO69 #Accounting #Surprise, AZ",2020-03-16 00:11:37,surprise
132,133,#party #surprise #newyear #instapic #christmas #anniversary Construction Birthday Invitations Set… https://t.co/Z4oEHHevkx,2020-03-16 00:08:42,surprise
133,134,"Celebratory Birthday 
for 3 Beautiful Ladies 💜🖤🤍
#customcookies #divacookies #surprise #birthdaygirls #marchbabies… https://t.co/entGhDKIjK",2020-03-15 23:48:22,surprise
134,135,#party #surprise Cute Heart Shaped Cup https://t.co/ZrVrO6mmTu,2020-03-15 23:46:06,surprise
135,136,"RT @_COURT4short: 𝙰 𝚋𝚊𝚋𝚢 𝚋𝚎𝚎 👶🏽🐝𝚒𝚜 𝚌𝚘𝚖𝚒𝚗𝚐 𝚜𝚘𝚘𝚗, &amp; 𝚠𝚎 𝚊𝚛𝚎 𝚂𝙾 𝚎𝚡𝚌𝚒𝚝𝚎𝚍 𝚝𝚘 𝚖𝚎𝚎𝚝 𝚢𝚘𝚞.

𝙰𝚞𝚐𝚞𝚜𝚝 𝟸0𝟸0 

vid/theme credit IG: @designsaashley .
#its…",2020-03-15 23:06:22,surprise
136,137,RT @JilltyWhite: Oh this was such a lovely surprise. Great to see you Alana and of course your mum. Maybe everyone can now see why I’ve bee…,2020-03-15 23:06:06,surprise
137,138,"RT @RsmithYWV: #westvalleypreps WVP catches up with boys volleyball #Glendale #Goodyear #LitchfieldPark #Peoria #Surprise #AZNEWSMEDIA 
@Ce…",2020-03-15 22:58:06,surprise
138,139,I agree that passion burns me every time you are with me 🧡 #Surprise   #live #livestream https://t.co/iKqfgMYM4P,2020-03-15 22:00:31,surprise
139,140,My concrete home #BarbicanEstate #5 of 7 ... even after 20 years there’s always something new to discover &amp; delight… https://t.co/pCaxj01VBN,2020-03-15 22:00:19,surprise
140,141,"RT @shopivoryella: SURPRISE! Score a March Surprise Box filled to the brim with IE favorites. ⁠
⁠
#ivoryella #surpriseboxes #surprise #good…",2020-03-15 21:58:04,surprise
141,142,"Our let's celebrate at @windmillsuffolk package is the perfect addition to your stay!
A bespoke cake, flowers, bubb… https://t.co/AG5JKtWYmi",2020-03-15 21:53:42,surprise
142,143,I’m blindfolded... surprise me! New x-rated vid here: https://t.co/wUW06dtaqK #surprise #ponytail #blonde #selfie… https://t.co/VXe6h8v2ha,2020-03-15 21:40:19,surprise
143,144,"RT @Icepop_Magazine: Mom got a strange vibe from seeing future son-in-law, then she understood why
#surprise #Wow",2020-03-15 21:39:17,surprise
144,145,@Flower_SZN @PremLeaguePanel @br_rodwel By the Spanish press #surprise,2020-03-15 21:38:22,surprise
145,146,"@Google_Comms @realDonaldTrump Wow, early stages, so Trump lied. 

#surprise",2020-03-15 21:12:56,surprise
146,147,"𝙰 𝚋𝚊𝚋𝚢 𝚋𝚎𝚎 👶🏽🐝𝚒𝚜 𝚌𝚘𝚖𝚒𝚗𝚐 𝚜𝚘𝚘𝚗, &amp; 𝚠𝚎 𝚊𝚛𝚎 𝚂𝙾 𝚎𝚡𝚌𝚒𝚝𝚎𝚍 𝚝𝚘 𝚖𝚎𝚎𝚝 𝚢𝚘𝚞.

𝙰𝚞𝚐𝚞𝚜𝚝 𝟸0𝟸0 

vid/theme credit IG: @designsaashley… https://t.co/KrmW2Nmlb9",2020-03-15 20:58:12,surprise
147,148,Unexpected @boxycharm ? I'LL TAKE IT. And the mini curling iron is pastel purple 😍 #boxycharm #surprise https://t.co/apJGSHdQsm,2020-03-15 20:16:30,surprise
148,149,"RT @RsmithYWV: #westvalleypreps WVP catches up with boys volleyball #Glendale #Goodyear #LitchfieldPark #Peoria #Surprise #AZNEWSMEDIA 
@Ce…",2020-03-15 20:08:27,surprise
149,150,"RT @RsmithYWV: #westvalleypreps WVP catches up with boys volleyball #Glendale #Goodyear #LitchfieldPark #Peoria #Surprise #AZNEWSMEDIA 
@Ce…",2020-03-15 20:07:52,surprise
